Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2011-10-06,Albury,10.2,16,0,NA,NA,SW,13,S,S,9,4,87,80,1014.8,1012.6,NA,8,13,15,No,Yes
2011-10-07,Albury,11.1,21.4,4.2,NA,NA,W,41,S,WSW,7,7,88,53,1013.2,1010.1,NA,NA,13.3,19.9,Yes,No
2011-10-08,Albury,8.7,21.8,0,NA,NA,WSW,33,SE,W,4,24,79,50,1012.2,1009.5,NA,NA,13.5,21.3,No,No
2011-10-09,Albury,10.7,18.6,0,NA,NA,WSW,46,W,WNW,13,28,89,57,1010.1,1007.4,8,5,12.6,18.4,No,Yes
2011-10-10,Albury,3.2,14.4,2,NA,NA,NA,NA,NNW,W,4,24,64,48,1010.6,1010,NA,NA,10.2,13.5,Yes,NA
2011-10-11,Albury,5.9,16.7,NA,NA,NA,WNW,39,WNW,WSW,13,22,83,47,1013.9,1012.7,7,NA,9.9,15,NA,No
2011-10-12,Albury,2.6,20.3,0,NA,NA,W,24,S,S,6,11,81,31,1018.8,1016.8,NA,NA,8.9,18.3,No,No
2011-10-13,Albury,5.3,23.2,0,NA,NA,NNE,28,ESE,NNE,6,7,73,47,1021.2,1017.9,NA,NA,12.4,22.2,No,No
2011-10-14,Albury,10,24.3,0,NA,NA,NE,28,ESE,NE,11,13,74,54,1017.2,1012.3,NA,NA,15.8,23.3,No,No
2011-10-15,Albury,10.3,25.5,0,NA,NA,W,43,E,W,4,19,77,53,1009.9,1007.5,NA,8,17.1,23.7,No,No
2011-10-16,Albury,9.1,18.7,0,NA,NA,W,50,WSW,W,24,33,58,34,1017.9,1020.5,NA,NA,12.7,17.3,No,No
2011-10-17,Albury,4.3,20.3,0,NA,NA,W,22,S,ESE,11,7,64,29,1032.4,1030.9,NA,NA,10.2,18.3,No,No
2011-10-18,Albury,5.2,23.7,0,NA,NA,NNW,22,SE,WNW,7,7,69,35,1033.4,1029.7,NA,NA,12.7,23,No,No
2011-10-19,Albury,5.7,25.7,0,NA,NA,WSW,20,SSE,SSE,4,11,63,42,1030.1,1026.1,NA,NA,14.1,24.9,No,No
2011-10-20,Albury,8.3,28,0,NA,NA,NE,31,SE,NNW,6,13,68,34,1026.8,1021.7,NA,NA,16.6,27.5,No,No
2011-10-21,Albury,11.3,24.7,0,NA,NA,WSW,35,ENE,S,6,11,77,47,1023.7,1022.7,NA,1,17.9,23.6,No,No
2011-10-22,Albury,13.3,25.9,0,NA,NA,ENE,22,SW,S,2,11,85,48,1023.9,1020.8,7,NA,15.6,25.3,No,No
2011-10-23,Albury,11.7,30.9,0,NA,NA,NE,24,SSE,WNW,2,11,66,27,1020.7,1015.4,1,NA,18.3,30.3,No,No
2011-10-24,Albury,18,28.4,0,NA,NA,W,43,NNW,SW,17,13,46,49,1010,1006.3,NA,NA,23.8,26.7,No,Yes
2011-10-25,Albury,11.9,20.6,12.2,NA,NA,SE,39,SE,SSE,15,20,85,60,1010.8,1012.5,8,8,13,19.3,Yes,No
2011-10-26,Albury,11.7,23.3,0,NA,NA,N,28,E,SE,7,9,57,46,1020.2,1018.3,NA,NA,16.2,21.9,No,No
2011-10-27,Albury,8.8,23.8,0,NA,NA,E,28,SE,ENE,9,15,63,43,1022.5,1017.9,NA,NA,15.4,22.6,No,No
2011-10-28,Albury,12.4,25.9,0,NA,NA,ENE,31,ESE,NE,11,19,80,56,1016.1,1011.5,NA,NA,16.7,24.7,No,Yes
2011-10-29,Albury,16.7,25,1.2,NA,NA,W,44,N,NW,9,20,91,63,1010.4,1009.9,NA,8,18.4,24,Yes,No
2011-10-30,Albury,9.9,20.1,0,NA,NA,W,50,WNW,W,17,28,74,54,1015.2,1015.6,1,NA,13.1,19.1,No,No
2011-10-31,Albury,6.4,23.1,0,NA,NA,SW,30,SE,W,19,13,60,41,1022.8,1019.6,NA,NA,14.1,21.3,No,No
2011-11-01,Albury,9.3,24.8,0,NA,NA,WSW,41,ESE,WNW,9,15,62,39,1019.8,1015.2,NA,NA,15.7,23.4,No,No
2011-11-02,Albury,11.4,22.2,0,NA,NA,W,46,W,WSW,11,28,64,51,1013.9,1011.1,NA,NA,14.9,21.2,No,No
2011-11-03,Albury,9.3,22.3,0,NA,NA,SW,39,SW,WNW,9,20,61,29,1013.5,1012.4,NA,NA,14.5,21.9,No,No
2011-11-04,Albury,8.1,26.6,0,NA,NA,SW,24,ESE,ESE,9,11,57,36,1018.4,1015.5,NA,NA,16,24.5,No,No
2011-11-05,Albury,9.8,29.6,0,NA,NA,SW,35,ESE,SE,11,17,72,36,1016.9,1012.5,NA,NA,18.5,28.7,No,No
2011-11-06,Albury,13.8,32.9,0,NA,NA,NW,50,ESE,NNW,7,15,63,44,1011.2,1006.4,NA,7,21.7,27.1,No,Yes
2011-11-07,Albury,15.8,28.5,5.4,NA,NA,E,30,ENE,E,4,17,83,47,1013.1,1011,8,NA,21.4,27.5,Yes,No
2011-11-08,Albury,16.7,30.1,0,NA,NA,WNW,39,SSE,WSW,7,13,72,43,1009.9,1009.6,NA,NA,22.7,28.8,No,No
2011-11-09,Albury,15.7,31.2,0,NA,NA,WNW,78,SSE,NNW,4,24,85,51,1013.4,1008.8,8,NA,19.8,28.9,No,Yes
2011-11-10,Albury,13.9,22.8,34.8,NA,NA,W,61,WNW,W,24,22,87,38,1011.7,1015.5,8,1,15.9,21.6,Yes,No
2011-11-11,Albury,9.6,25.3,0,NA,NA,ENE,35,ESE,N,7,13,72,30,1023.5,1020.3,NA,NA,16.4,24,No,No
2011-11-12,Albury,12.5,27,0,NA,NA,W,33,ENE,WSW,6,19,65,32,1019,1016,NA,NA,18.8,26.7,No,No
2011-11-13,Albury,13,28.3,0,NA,NA,W,31,SE,NNE,6,6,66,32,1015.7,1011.7,NA,NA,19.7,28,No,No
2011-11-14,Albury,16.1,28.3,0,NA,NA,W,46,NNW,W,19,30,49,31,1006.1,1008.3,NA,NA,25.2,27.6,No,No
2011-11-15,Albury,11.9,29.3,0,NA,NA,WNW,37,SSE,W,2,19,65,29,1016.4,1014.5,NA,NA,18.9,28.4,No,No
2011-11-16,Albury,16,22,0,NA,NA,WSW,43,SSE,SSW,15,7,62,78,1018.3,1016.6,8,8,20.1,19.4,No,No
2011-11-17,Albury,12.8,27.5,0.2,NA,NA,S,20,SSE,SSE,2,11,89,52,1019.2,1015.4,8,NA,17.2,26.3,No,No
2011-11-18,Albury,15.1,31.9,0,NA,NA,NNW,31,E,NNW,9,11,66,36,1017.1,1013,NA,4,22.9,30.5,No,No
2011-11-19,Albury,19.9,29.6,0,NA,NA,WSW,33,SSE,SSE,13,19,72,62,1013.4,1008.4,8,7,21.9,26.5,No,No
2011-11-20,Albury,17.4,22.8,0,NA,NA,W,44,WNW,WNW,28,24,92,44,1011.4,1013.6,8,NA,17.5,20.7,No,No
2011-11-21,Albury,8.1,23.5,0,NA,NA,W,33,ENE,WSW,4,19,54,36,1018.1,1014.3,NA,NA,17,22.6,No,Yes
2011-11-22,Albury,11.9,22.7,2.6,NA,NA,N,31,S,NNW,2,7,76,39,1012.3,1009.8,NA,NA,14.7,22.2,Yes,No
2011-11-23,Albury,10,24.4,0,NA,NA,SE,37,SE,SE,19,17,53,30,1017.9,1017.3,NA,NA,17.5,23.5,No,No
2011-11-24,Albury,10.8,26,0,NA,NA,NA,NA,SE,NA,19,NA,44,NA,1024.5,NA,NA,NA,17.2,NA,No,Yes
2011-11-25,Albury,15,20,11,NA,NA,NA,NA,SSE,NA,11,NA,99,NA,1020.1,NA,8,NA,15,NA,Yes,Yes
2011-11-26,Albury,15,25,44,NA,NA,NA,NA,NE,NA,13,NA,83,NA,1006.2,NA,3,NA,20,NA,Yes,Yes
2011-11-27,Albury,15,27,14,NA,NA,NA,NA,W,NA,15,NA,76,NA,1009.4,NA,7,NA,16.6,NA,Yes,No
2011-11-28,Albury,12,31.5,0,NA,NA,NNE,35,E,NW,11,11,72,29,1016,1013.3,NA,NA,20.9,29.6,No,No
2011-11-29,Albury,18.4,35.9,0,NA,NA,W,59,E,N,9,22,68,22,1012.7,1007.1,1,1,22.5,34.8,No,Yes
2011-11-30,Albury,19.2,21.6,16.6,NA,NA,WSW,48,WNW,WNW,26,15,66,87,1006.8,1013,NA,8,21.1,15.6,Yes,Yes
2011-12-01,Albury,7.2,22.9,2.8,NA,NA,WSW,31,SE,WSW,7,11,55,32,1021.7,1019.7,NA,NA,13.8,20.8,Yes,No
2011-12-02,Albury,10.6,23.6,0,NA,NA,SE,39,SE,NW,20,6,49,38,1022.5,1018.7,NA,NA,15.6,22.7,No,No
2011-12-03,Albury,10.2,27.1,0,NA,NA,W,24,NNE,WNW,9,7,53,34,1019.2,1014.8,NA,3,18,25.3,No,No
2011-12-04,Albury,9.7,22.9,0,NA,NA,SE,48,SSE,SE,28,15,50,35,1015.8,1014.8,NA,NA,16.9,21.4,No,No
2011-12-05,Albury,9.6,22.5,0,NA,NA,ESE,43,SE,SE,24,20,46,35,1021.3,1017,NA,NA,15.2,21.6,No,No
2011-12-06,Albury,8.5,25,0,NA,NA,NW,43,E,S,11,9,54,36,1018.9,1014.4,NA,NA,16.4,22.6,No,No
2011-12-07,Albury,12.6,26.6,0,NA,NA,W,28,NNE,SSW,17,13,49,38,1014.9,1010.4,NA,NA,18.3,25.2,No,No
2011-12-08,Albury,15,29,0,NA,NA,SSE,46,ESE,NE,9,6,62,37,1012.6,1009.5,NA,NA,20.8,27.7,No,No
2011-12-09,Albury,13.6,29.1,0,NA,NA,ENE,33,SE,ENE,11,13,62,32,1012.6,1009.3,NA,NA,20.7,28.4,No,No
2011-12-10,Albury,17.8,25.1,0,NA,NA,N,37,SSE,ESE,7,9,72,58,1009.7,1005.8,8,8,20.1,24.3,No,Yes
2011-12-11,Albury,15.8,28.3,12.2,NA,NA,W,37,SSE,SW,9,19,94,55,1004.3,1000.7,7,6,18.3,25.6,Yes,No
2011-12-12,Albury,10.9,26.7,0,NA,NA,W,35,E,W,2,11,63,43,1006.5,1004.4,NA,2,18.3,25.6,No,No
2011-12-13,Albury,12.6,24.6,0,NA,NA,SE,43,S,SSW,15,13,49,36,1009.1,1008.1,NA,2,19,24.5,No,No
2011-12-14,Albury,11,25,0,NA,NA,S,28,SSE,SE,19,13,51,36,1015.2,1013.4,NA,NA,17.2,23.6,No,No
2011-12-15,Albury,11.7,27.7,0,NA,NA,SE,22,SE,SSE,11,9,54,35,1017.3,1014.3,NA,NA,19.4,26.1,No,No
2011-12-16,Albury,14.2,28.9,0,NA,NA,SE,35,ESE,ENE,7,11,67,43,1018.6,1015.6,4,NA,20,27.5,No,No
2011-12-17,Albury,14,30.7,0,NA,NA,SE,30,SSE,N,11,11,67,35,1019.8,1015.4,NA,1,21.2,28.9,No,No
2011-12-18,Albury,19.3,25.6,0,NA,NA,NNE,43,NE,NE,17,28,43,50,1014.2,1010.4,NA,8,22.6,23.6,No,Yes
2011-12-19,Albury,18.7,27.8,3.6,NA,NA,NNE,44,N,WNW,15,19,84,47,1007.2,1005.3,8,7,20.7,25.9,Yes,No
2011-12-20,Albury,13.4,29.9,0,NA,NA,SE,24,SE,ENE,13,7,60,37,1012.7,1011.3,NA,NA,20.9,28.6,No,No
2011-12-21,Albury,18.6,28.5,0,NA,NA,ENE,39,SE,E,13,13,56,47,1015.3,1013.1,NA,1,21.7,26,No,No
2011-12-22,Albury,16.4,29.6,0.6,NA,NA,ESE,30,SE,SE,13,9,63,42,1015.9,1012.3,NA,NA,20.9,28,No,No
2011-12-23,Albury,15.2,31.3,0,NA,NA,S,44,SSE,SE,7,6,72,33,1014.2,1010.9,NA,NA,21.2,29.5,No,No
2011-12-24,Albury,16,33.1,0,NA,NA,SE,54,SE,SSE,2,13,58,34,1013.3,1009.6,NA,NA,23.8,32.1,No,Yes
2011-12-25,Albury,17.4,26.6,5.2,NA,NA,SW,52,SE,N,9,9,68,93,1009.8,1007.9,NA,NA,22.1,20.3,Yes,Yes
2011-12-26,Albury,17,29.4,9,NA,NA,SE,48,NE,SW,6,24,81,48,1005.6,1002.6,NA,NA,21.2,28.2,Yes,No
2011-12-27,Albury,15,29,0,NA,NA,SW,26,SSE,ENE,9,6,69,45,1009.9,1008,NA,NA,19.9,26.5,No,No
2011-12-28,Albury,15.2,29.4,0,NA,NA,WNW,26,SE,WSW,15,13,50,40,1012.7,1010.2,NA,NA,20,26.6,No,No
2011-12-29,Albury,13.8,29.7,0,NA,NA,SSE,22,SSE,SSE,11,11,49,28,1014.5,1012.5,NA,NA,20.8,27.9,No,No
2011-12-30,Albury,15,30.4,0,NA,NA,SSE,22,SE,SSE,13,11,50,33,1018.1,1015.9,NA,NA,20.9,28.4,No,No
2011-12-31,Albury,15.8,31.8,0,NA,NA,WSW,31,E,W,6,24,54,36,1019.8,1015.9,NA,NA,22.6,29.3,No,No
2012-01-01,Albury,15.7,34.9,0,NA,NA,SSW,30,SSE,SSW,6,7,61,27,1016.5,1013.2,NA,NA,24.2,33.4,No,No
2012-01-02,Albury,17.8,36,0,NA,NA,SSW,24,ESE,S,9,15,57,30,1016.5,1012.9,NA,NA,25.5,35,No,No
2012-01-03,Albury,19.7,38.9,0,NA,NA,NW,43,SE,W,7,15,55,21,1015.7,1011.8,NA,NA,26.5,38.8,No,No
2012-01-04,Albury,20.5,32.5,0,NA,NA,W,35,W,W,7,9,60,41,1012.2,1011.7,NA,NA,24.5,30.4,No,No
2012-01-05,Albury,13.3,30.6,0.4,NA,NA,W,35,SE,SW,6,17,59,23,1014.9,1011.6,NA,NA,20.9,29.2,No,No
2012-01-06,Albury,12.6,29.2,0,NA,NA,SSE,31,SE,SSW,20,13,43,21,1015,1012.3,NA,NA,18.9,26.8,No,No
2012-01-07,Albury,11.7,33.4,0,NA,NA,NNE,31,ENE,NE,15,9,47,19,1011.7,1007.5,NA,NA,21.6,30.7,No,Yes
2012-01-08,Albury,19.1,26.1,5.6,NA,NA,NNW,39,NNE,WSW,11,13,91,85,1006.3,1002.1,NA,NA,20,22.6,Yes,Yes
2012-01-09,Albury,12.7,24.6,3.8,NA,NA,W,43,WNW,W,20,28,56,33,1010.1,1009.4,NA,NA,16.5,23.3,Yes,No
2012-01-10,Albury,10.8,24.8,0,NA,NA,NW,50,W,W,17,30,57,30,1011.2,1008.7,NA,1,17.9,23.5,No,No
2012-01-11,Albury,12,19.5,0.4,NA,NA,SW,69,W,WSW,22,39,85,34,1006.8,1008.6,8,3,13.5,18.9,No,Yes
2012-01-12,Albury,6.2,25,1.2,NA,NA,S,39,ESE,N,4,9,52,34,1017.9,1015.6,NA,NA,14.8,22.3,Yes,No
2012-01-13,Albury,9.9,28.3,0,NA,NA,WNW,31,SSE,WSW,7,19,62,31,1016.4,1013.3,NA,NA,16.6,26.5,No,No
2012-01-14,Albury,13.3,29.4,0,NA,NA,SE,31,SSE,ESE,19,15,49,26,1015.2,1012.6,NA,NA,19.5,27.7,No,No
2012-01-15,Albury,15.1,31,0,NA,NA,NNE,41,SE,SSE,15,9,52,37,1017.6,1014.5,NA,2,20.7,29.7,No,No
2012-01-16,Albury,16.5,31.6,0,NA,NA,ENE,39,ENE,NE,19,20,48,30,1020.9,1017.1,NA,3,23.5,29.3,No,No
2012-01-17,Albury,18.9,33.4,0,NA,NA,NNW,30,NE,ENE,17,11,41,30,1020.8,1016.6,NA,NA,24.3,31.6,No,No
2012-01-18,Albury,16.1,30.7,0,NA,NA,SW,31,ESE,ESE,9,15,64,55,1016.6,1014.7,6,7,21.2,25,No,No
2012-01-19,Albury,17.8,36.1,0.4,NA,NA,WSW,28,SE,NW,11,11,59,26,1015.7,1012.8,1,NA,24.8,34.2,No,No
2012-01-20,Albury,20.1,36.2,0,NA,NA,WSW,35,ESE,W,9,19,58,23,1014.2,1010.2,NA,NA,25.3,34.4,No,No
2012-01-21,Albury,18.5,35.3,0,NA,NA,ENE,48,SE,S,11,11,56,28,1013.4,1010.7,NA,NA,24.9,33.5,No,No
2012-01-22,Albury,20.9,33,0,NA,NA,NNE,33,SE,S,15,11,49,29,1019.9,1017.6,NA,NA,24.5,31.4,No,No
2012-01-23,Albury,14,32.1,0,NA,NA,N,33,SE,SE,13,7,44,23,1020.9,1016.5,NA,NA,22.2,30.6,No,No
2012-01-24,Albury,16.3,32.8,0,NA,NA,N,26,SSE,WSW,11,7,55,30,1017.4,1012.9,NA,NA,21.1,31.1,No,No
2012-01-25,Albury,17.8,35.5,0,NA,NA,ENE,31,SSE,ESE,6,11,52,18,1013.2,1009.2,NA,NA,24.6,34.5,No,No
2012-01-26,Albury,17.5,36.4,0,NA,NA,E,28,SE,WSW,9,7,38,24,1013.6,1010,NA,NA,24.4,34.9,No,No
2012-01-27,Albury,19.9,35.4,0,NA,NA,NNE,39,SE,E,17,9,50,29,1015.6,1011.3,1,1,24.7,33.6,No,No
2012-01-28,Albury,19.9,34.5,0,NA,NA,NE,31,SSE,S,6,6,56,29,1014.1,1008.7,NA,NA,24.9,32.4,No,No
2012-01-29,Albury,20,36,0,NA,NA,ENE,43,NE,ENE,19,19,49,28,1008.7,1002.4,NA,1,26.4,33.8,No,Yes
2012-01-30,Albury,20.8,29.1,26.8,NA,NA,WNW,48,NNW,NNW,24,28,92,69,995.3,995.4,7,8,22.6,27,Yes,Yes
2012-01-31,Albury,15.1,27.9,9,NA,NA,SE,43,WSW,W,17,19,61,33,1007.7,1008.2,NA,1,19.1,26.2,Yes,No
2012-02-01,Albury,14.9,28.5,0,NA,NA,SE,35,SE,S,19,11,52,38,1013.9,1010.3,1,NA,18.8,26.7,No,No
2012-02-02,Albury,15.2,29.4,0,NA,NA,NNE,52,SE,NNE,22,7,55,32,1011.2,1006.8,NA,NA,20.1,28.5,No,No
2012-02-03,Albury,17,29.8,0,NA,NA,SSW,31,SSE,WSW,15,20,69,39,1006.9,1003.3,NA,NA,20.6,27.4,No,No
2012-02-04,Albury,15.5,32.5,0,NA,NA,WNW,28,SSE,SW,6,15,63,32,1005.3,1002,NA,1,21.2,30.7,No,No
2012-02-05,Albury,16,33.5,0,NA,NA,NNW,87,SE,N,7,24,61,29,1000.9,995.7,NA,1,22.2,32.9,No,Yes
2012-02-06,Albury,11.1,25.6,1.4,NA,NA,W,31,W,WNW,17,15,58,29,1005.5,1004.6,NA,NA,16.9,23.2,Yes,No
2012-02-07,Albury,10.9,28.1,0,NA,NA,W,35,SSE,SE,9,11,63,29,1008.5,1006.5,NA,NA,16.9,25.9,No,No
2012-02-08,Albury,12,28.9,0,NA,NA,NNW,28,NE,N,9,15,61,25,1011.2,1009.3,NA,NA,17.8,26.6,No,No
2012-02-09,Albury,14.8,24.6,0,NA,NA,ENE,26,S,ESE,6,11,61,57,1012.2,1010,4,2,19.6,22.8,No,Yes
2012-02-10,Albury,13.8,27.4,3.6,NA,NA,W,43,ESE,WNW,9,30,78,43,1010.8,1008.1,NA,8,18.7,22.9,Yes,No
2012-02-11,Albury,11.5,27.8,0,NA,NA,S,35,SSE,WNW,9,11,69,42,1011.7,1009.2,NA,8,16.6,25.1,No,Yes
2012-02-12,Albury,12,29.4,3.2,NA,NA,W,35,E,ENE,7,7,68,36,1014.6,1012.2,NA,8,18,27.2,Yes,No
2012-02-13,Albury,13.5,29.7,0,NA,NA,SE,24,SE,S,11,11,61,30,1016.8,1014.5,NA,NA,19.6,28.1,No,No
2012-02-14,Albury,14.7,31.4,0,NA,NA,NE,26,SSE,SE,15,11,60,34,1019.4,1016.4,NA,3,21.1,30,No,No
2012-02-15,Albury,15,31.9,0,NA,NA,ENE,28,SE,N,7,6,65,31,1019.4,1015.6,NA,8,20.8,30.9,No,No
2012-02-16,Albury,16.9,28.3,0.4,NA,NA,SE,30,ENE,SSE,7,13,83,63,1018,1017.2,8,8,18.4,23.6,No,No
2012-02-17,Albury,17.6,31.3,0,NA,NA,NNW,31,SSW,SE,6,17,75,49,1015.7,1012.2,4,7,21,28.9,No,No
2012-02-18,Albury,15.9,31.2,0,NA,NA,ESE,28,ENE,S,6,6,68,40,1016.2,1013.9,NA,NA,22,29.6,No,No
2012-02-19,Albury,19.6,28,0,NA,NA,NE,26,ESE,SSE,11,15,62,54,1015.4,1013.3,2,NA,23.3,26.5,No,No
2012-02-20,Albury,16.1,21.4,0,NA,NA,SE,39,SSE,WSW,4,13,82,86,1013.2,1013.3,7,8,19,20.5,No,Yes
2012-02-21,Albury,13.5,28.9,1.4,NA,NA,S,31,SE,NNW,11,7,72,36,1012.6,1010.6,NA,8,19.3,27.7,Yes,No
2012-02-22,Albury,14.5,30.5,0,NA,NA,NE,44,SSE,W,11,7,65,37,1015,1012.7,NA,3,19.5,28.4,No,No
2012-02-23,Albury,13.7,32.4,0,NA,NA,WNW,31,NA,SW,0,17,73,29,1019.5,1017.6,NA,NA,18.4,30.5,No,No
2012-02-24,Albury,14.2,34.5,0,NA,NA,SE,28,NA,ENE,0,11,65,27,1022.2,1019.3,NA,NA,19.8,32.9,No,No
2012-02-25,Albury,15.2,36.1,0,NA,NA,N,31,NA,NNE,0,11,65,15,1021.4,1017.4,NA,NA,21.5,34.7,No,Yes
2012-02-26,Albury,17.6,25.5,1.4,NA,NA,NE,37,SE,S,6,7,91,100,1018.3,1014.9,7,8,18.6,22,Yes,Yes
2012-02-27,Albury,18.5,28,10.6,NA,NA,NNE,31,NNE,NE,13,11,88,67,1015.7,1013.2,8,8,21.9,26.9,Yes,Yes
2012-02-28,Albury,18.8,26.6,38.4,NA,NA,NNE,48,NNE,SSW,4,2,100,64,1012,1010.3,8,NA,19.5,26.1,Yes,No
2012-02-29,Albury,19.5,24.8,0.6,NA,NA,SSE,24,SSE,SE,7,11,74,69,1013,1011.1,NA,8,20.5,23.5,No,Yes
2012-03-01,Albury,17.1,20.9,104.2,NA,NA,SE,57,N,SE,7,20,97,88,1002,1001.9,8,8,19.5,18.5,Yes,Yes
2012-03-02,Albury,17,25.8,36.6,NA,NA,SE,48,SE,SE,13,24,60,46,1010.9,1011.3,8,7,19.1,25.2,Yes,No
2012-03-03,Albury,18.8,19.6,0,NA,NA,NNE,52,SE,ESE,7,15,62,92,1014.2,1011.1,8,8,19.3,17.1,No,Yes
2012-03-04,Albury,16.7,24.8,66,NA,NA,WSW,35,WNW,WNW,9,20,100,65,1009.3,1010.4,8,3,19.1,23.1,Yes,No
2012-03-05,Albury,11.8,25.1,0,NA,NA,WNW,33,NA,W,0,22,85,44,1015.7,1014.8,NA,NA,16.3,24.2,No,No
2012-03-06,Albury,12.4,26.2,0,NA,NA,SE,43,NA,ESE,0,9,79,50,1019,1017.3,7,4,16.7,24.8,No,No
2012-03-07,Albury,15.8,23.2,0,NA,NA,SE,52,SE,SE,22,30,49,42,1023.2,1020.2,1,7,17.7,22.3,No,No
2012-03-08,Albury,15.1,24.1,0,NA,NA,S,37,SW,SW,11,13,49,43,1015.8,1010.2,NA,8,18.3,23.2,No,No
2012-03-09,Albury,12.1,27.1,0.4,NA,NA,WSW,37,NA,WNW,0,24,76,46,1011.1,1009.6,NA,4,16.7,26.1,No,No
2012-03-10,Albury,10.8,25.9,0,NA,NA,W,28,NA,WNW,0,13,77,39,1014.3,1013.9,NA,NA,15.5,24.8,No,No
2012-03-11,Albury,10,25.8,0,NA,NA,WNW,30,ENE,NW,7,11,87,41,1018.2,1015.9,NA,NA,14.9,24.8,No,No
2012-03-12,Albury,13.1,27.8,0,NA,NA,NW,24,S,WNW,6,11,82,46,1018.7,1016.9,NA,8,16.7,26,No,No
2012-03-13,Albury,13.7,29.9,0,NA,NA,NW,31,ESE,NNE,7,19,77,45,1019.2,1016.1,NA,8,18.4,28,No,No
2012-03-14,Albury,15.5,29.3,0,NA,NA,NNW,31,NA,SE,0,13,77,61,1018,1014.8,NA,8,19.6,24.5,No,Yes
2012-03-15,Albury,17.2,30,9.6,NA,NA,NNE,41,ESE,NNE,2,24,79,44,1014.4,1010.8,NA,2,20.8,28.5,Yes,Yes
2012-03-16,Albury,19.2,20.4,19.2,NA,NA,SW,46,NNW,WNW,9,17,93,93,1010.5,1012.3,8,8,19.8,16.9,Yes,Yes
2012-03-17,Albury,12.6,24.4,17.4,NA,NA,WNW,30,SSW,W,6,11,98,50,1016,1014.9,2,NA,14.5,23.8,Yes,No
2012-03-18,Albury,10.4,25.5,0,NA,NA,SSE,28,S,ESE,9,6,68,46,1022.9,1020.9,NA,NA,15.9,23.6,No,No
2012-03-19,Albury,11.6,26.3,0,NA,NA,NNE,30,SE,SSE,7,9,78,41,1024.3,1020.5,NA,NA,16,24.8,No,No
2012-03-20,Albury,12.4,28.4,0,NA,NA,NE,30,ESE,NNE,7,15,74,47,1018.6,1013.1,NA,2,17.6,26.9,No,No
2012-03-21,Albury,16.5,27.7,0,NA,NA,WNW,50,ENE,WNW,11,28,66,61,1007.9,1004.2,4,8,20.9,25.4,No,No
2012-03-22,Albury,8.2,22.1,0,NA,NA,WNW,28,S,W,4,7,72,46,1008.7,1006.1,1,NA,12.6,21.5,No,No
2012-03-23,Albury,11,18.3,0,NA,NA,W,54,NW,W,15,31,83,47,1006.9,1006.9,8,3,12.5,16.7,No,No
2012-03-24,Albury,8.9,19.7,0.4,NA,NA,WSW,37,W,W,17,22,79,54,1015,1015.4,7,5,11.1,17.5,No,No
2012-03-25,Albury,6.2,21,0,NA,NA,SSW,24,SSE,WNW,2,13,85,46,1022.4,1020.5,NA,NA,10.2,19.8,No,No
2012-03-26,Albury,7.7,23,0,NA,NA,NNW,24,S,NW,4,17,90,45,1023,1020.6,NA,1,11.1,22.3,No,No
2012-03-27,Albury,10.6,22,0,NA,NA,S,13,SSE,N,4,6,86,57,1022.7,1020.6,NA,NA,13.5,21.1,No,No
2012-03-28,Albury,13.5,23.4,0,NA,NA,N,26,E,ESE,6,13,86,75,1021.1,1018.1,7,8,16.5,21.9,No,Yes
2012-03-29,Albury,9.4,25.4,1.4,NA,NA,ESE,20,SSE,ESE,6,7,87,43,1020.6,1017.4,8,NA,13,24.3,Yes,No
2012-03-30,Albury,11,26.5,0,NA,NA,E,22,E,NNE,6,9,81,44,1019.2,1016,NA,1,15.1,25.5,No,No
2012-03-31,Albury,10.2,27.6,0,NA,NA,NE,28,NA,NE,0,17,82,40,1019.1,1015.6,NA,NA,15.5,26.7,No,No
2012-04-01,Albury,12.6,26.3,0,NA,NA,WSW,28,NA,WNW,0,15,74,47,1017.8,1015.1,NA,8,19.2,25.2,No,No
2012-04-02,Albury,11.1,25.9,0,NA,NA,NNE,24,NA,NNW,0,9,78,42,1017.6,1014.6,NA,NA,17.6,25.5,No,No
2012-04-03,Albury,12.9,29.9,0,NA,NA,NNE,30,ESE,N,9,13,75,41,1015.6,1012,7,2,18.4,29.1,No,No
2012-04-04,Albury,13.1,28.1,0,NA,NA,SE,17,ESE,SSE,4,4,78,52,1016.3,1013.9,NA,NA,19.4,27.2,No,No
2012-04-05,Albury,12.7,28.5,0,NA,NA,ESE,19,E,SSW,2,7,78,51,1019.5,1016.4,NA,NA,19.6,27.8,No,No
2012-04-06,Albury,14.5,28.6,0,NA,NA,WNW,57,ESE,NNE,7,17,81,51,1018.1,1013.2,NA,5,20.1,28,No,No
2012-04-07,Albury,10.1,20.4,0,NA,NA,W,43,SW,WNW,20,19,59,41,1020.8,1018.8,NA,NA,14.1,19.9,No,No
2012-04-08,Albury,5.4,19.1,0,NA,NA,WSW,35,NA,W,0,22,83,45,1019.7,1016,NA,2,12,18.2,No,No
2012-04-09,Albury,5,18.6,0,NA,NA,W,56,W,WSW,11,30,81,58,1019.2,1018.2,8,8,12,14.6,No,No
